@Begin	
@Name of CHI:	           Chan Chun Yat
@Birth of CHI:	          14-Apr-1990
@Sex of CHI:	            Male
@Tape location:	14
@Date:	                  22-Oct-1992
@Time duration:	17:00-18:00
@Age of CHI:	            2;6.8
@Participants:	"          CHI child, INV investigator, MOT mother, GRM grandmother"
@Transcriber:	           Kitty Ka-sinn Szeto
@Situation:	   At the child's home. The child just came back from the caretaker's home.
*INV:	   ³Ş Ô ¿ô Ä± ¥¼ Â@¥J?
%mor:	    ex vi adj nn neg nnpp.
*CHI:	0
*INV:	   §A ¥s ¶ı«} &aa1.
%mor:	    nnpr vt nn sfp.
*INV:	   ¤j Án ø &aa1.
%mor:	    adj nn com sfp.
*CHI:	0
*INV:	   ¶ı«} &aa1.
%mor:	    nn sfp.
*MOT:	   ©j©j &aa1.
%mor:	    nn sfp.
*MOT:	   ¥s ©j©j.
%mor:	    vt nn.
*MOT:	   ©j©j Ëİ &aa1.
%mor:	    nn advs sfp.
*INV:	   °µ ÉA §A ­Ó ÀY +...
%mor:	    vt wh nnpr cl nn.
*INV:	   ¶Ã ÁVÁV &aa3 §A ­Ó ÀY.
%mor:	    adj adj sfp nnpr cl nn.
*MOT:	   xxx.
*INV:	   §A ­Ó ÀY «Y «} ¶Ã ÁVÁV Â@¥J?
%mor:	    nnpr cl nn vf neg adj adj nnpp.
*INV:	   Ú» úï ¥ı.
%mor:	    vt prt advf.
*INV:	   ¹L ‘Á.
%mor:	    dir dir.
*MOT:	   «Y &aa3.
%mor:	    vf sfp.
*INV:	   ©j©j ¦P §A ®Ş ÀY ¦n ÉN?
%mor:	    nn vt nnpr vt nn adj neg.
*MOT:	   ¦n.
%mor:	    adj.
*INV:	   ¦n ÉN?
%mor:	    adj neg.
*INV:	   °µ ÉA §A ­Ó ÀY Ëİ ¶Ã &gaa3 ?
%mor:	    vt wh nnpr cl nn advi adj sfp.
*MOT:	   Â@Â@ ­Ú ¶ı«} ©ê úï ¥ı.
%mor:	    nnpp prep nn vt prt advf.
*INV:	   Ëİ ¤j Án ÜÌ ¶ı«} ï ¦Ó®a.
%mor:	    advi adj nn vt nn sfp advs.
*INV:	   ­ø «Y ÜÌ ¶ı¶ı &lu3 «§?
%mor:	    neg vf vt nn sfp sfp.
*MOT:	   «Y &aa3.
%mor:	    vf sfp.
*MOT:	   ¶ı«} ¦n ¶}¤ß &aa3.
%mor:	    nn advi adj sfp.
*MOT:	   ¨ş.
%mor:	    sfp.
*INV:	   §A ¥s ¦h Án ¥ı &laa1.
%mor:	    nnpr vt adj nn advf sfp.
*MOT:	   ¶ı«} Ëİ &aa1.
%mor:	    nn advs sfp.
*CHI:	   ¶ı«}.
%mor:	    nn.
*MOT:	   ¦n ¨Ä.
%mor:	    advi adj.
*MOT:	   Á¿ ­Ú ©j©j Å¥ ¦³ ÉN µÛ ·s ªi¾c &aa3.
%mor:	    vt prep nn vt vf neg vt adj nn sfp.
*MOT:	   Á¿ ­ø Á¿?
%mor:	    vt neg vt.
*MOT:	   ·s ªi¾c Ëİ &aa1.
%mor:	    adj nn advs sfp.
*INV:	   «Y «} ·s ªi¾c &aa3 ?
%mor:	    vf neg adj nn sfp.
*CHI:	   0 [=! nods].
*INV:	   &ap6 ÀY §Y«Y ÉAÏ ®A?
%mor:	    vt nn vf wh sfp.
*INV:	   < «Y «} ®A> [>]?
%mor:	    vf neg sfp.
*MOT:	   < ©O ­Ó «§ ‘Á &gaa3> [<]?
%mor:	    det cl wh sfp sfp.
*MOT:	   §A Á¿ ­Ú ©j©j Å¥ ©O ­Ó «§ ‘Á ï.
%mor:	    nnpr vt prep nn vt det cl wh sfp sfp.
*CHI:	   ªi¾c.
%mor:	    nn.
*MOT:	   &m3.
%mor:	    ex.
*INV:	"   ""Snoopy""."
%mor:	    nnpp.
*INV:	   «Y «} &aa3 ?
%mor:	    vf neg sfp.
*MOT:	"   «Y «} ""Snoopy"" &aa3 ?"
%mor:	    vf neg nnpp sfp.
*CHI:	   «Y &aa3.
%mor:	    vf sfp.
*INV:	"   Ãä ­Ó «Y ""Snoopy"" &aa3 ?"
%mor:	    wh cl vf nnpp sfp.
*INV:	   §A «ü ­Ú §Ú Ú» &aa1.
%mor:	    nnpr vt prep nnpr vt sfp.
*MOT:	"   Ãä # Ãä °¦ # Ãä °¦ «Y ""Snoopy"" &aa3 ?"
%mor:	    wh wh cl wh cl vf nnpp sfp.
*MOT:	   ª¯ª¯ ö Ãä«× &aa3 ?
%mor:	    nn vf wh sfp.
%com:	 The child points to the Snoopy on his sneakers.
*MOT:	   «Y &wo3.
%mor:	    vf sfp.
*INV:	   ±o ­ø ±o·N &aa3 ?
%mor:	    adj neg adj sfp.
*CHI:	   ±o·N.
%mor:	    adj.
*INV:	   ±o +...
%mor:	    ctc.
*INV:	   Ãä ­Ó ¶R ­Ú §A Ëİ ¦n &aa3 ?
%mor:	    wh cl vt prep nnpr advi adj sfp.
*CHI:	   ¶ı«} ¶R &aa3.
%mor:	    nn vt sfp.
*INV:	   ¶R ­Ú Ãä ­Ó &aa1 ?
%mor:	    vt prep wh cl sfp.
*CHI:	   ¶ı«} ¶R ­Ú Â@Â@.
%mor:	    nn vt prep nnpp.
*INV:	   ¶R ­Ú Â@Â@ &aa4.
%mor:	    vt prep nnpp sfp.
*INV:	   ¦n ÉN µÛ &aa3 ?
%mor:	    adj neg vt sfp.
*MOT:	   µÎ ­ø µÎªA &aa3 ?
%mor:	    adj neg adj sfp.
*INV:	   µÎ ­ø µÎªA?
%mor:	    adj neg adj.
*CHI:	   0 [=! nods].
*INV:	   ¦Û¤v °£ ¾c &laa1.
%mor:	    rfl vt nn sfp.
*INV:	   ªğ «Î¥ø.
%mor:	    dir nnloc.
*MOT:	   ÃÑ ­ø ÃÑ °£ &aa3 ?
%mor:	    vt neg vt vt sfp.
*MOT:	   ÃÑ ­ø ÃÑ °£?
%mor:	    vt neg vt vt.
*CHI:	   ­ø ªğ «Î¥ø.
%mor:	    neg dir nnloc.
*MOT:	   ­ø ªğ «Î¥ø &aa4 ?
%mor:	    neg dir nnloc sfp.
*INV:	   ­ø ªğ «Î¥ø &aa4 ?
%mor:	    neg dir nnloc sfp.
*MOT:	   §A «} ªğ ÷ «Î¥ø &lo1.
%mor:	    nnpr neg dir asp nn sfp.
*MOT:	   &m2.
%mor:	    ex.
*CHI:	   ªğ ¨ì «Î¥ø.
%mor:	    dir ctc nnloc.
*MOT:	   ¶ı«} ¤@ °} ±a §A ¸¨ ¥h ­¹ ¶º.
%mor:	    nn q cl vt nnpr dir dir vt nn.
*MOT:	   ­ø ö «× µN.
%mor:	    neg vf cl vt.
*MOT:	   ­ø ­¹ &laa3.
%mor:	    neg vt sfp.
*MOT:	   úï.
%mor:	    ex.
*MOT:	   ±a §A ¸¨ ¥h ­¹ Şs¥J ¶º.
%mor:	    vt nnpr dir dir vt nn nn.
*MOT:	   ­ø µN &laa3.
%mor:	    neg vt sfp.
*MOT:	   ¶O¨Æ µN.
%mor:	     xx vt.
*CHI:	   ©j©j ¥h &aa4 ?
%mor:	    nn dir sfp.
*MOT:	   ©j©j ¥h ­ø ¥h &aa3 ?
%mor:	    nn vt neg dir sfp.
*MOT:	   ©j©j ¥h ­ø ¥h?
%mor:	    nn vt neg dir.
*CHI:	   ¥h &aa3.
%mor:	    dir sfp.
*INV:	   < §A ·Q ­ø ·Q §Ú ¥h &aa1> [>].
%mor:	    nnpr vt neg vt nnpr vt sfp.
*MOT:	   < ©j©j ¥h &aa4> [<].
%mor:	    nn dir sfp.
*CHI:	   0 [=! nods].
*INV:	   &ap6 ÀY §Y«Y «§ ®A?
%mor:	    vt nn vf wh sfp.
*INV:	   ·Q ­ø ·Q §Ú ¥h &aa3 ?
%mor:	    vt neg vt nnpr vt sfp.
*INV:	   ·Q &aa4 ?
%mor:	    vt sfp.
*MOT:	   ·Q.
%mor:	    vt.
*MOT:	   Á¿ ·Q &laa1.
%mor:	    vt vt sfp.
*CHI:	   ·Q.
%mor:	    vt.
%com:	 The investigator giggles.
*INV:	   ©j©j ­ø ¥h &laa3.
%mor:	    nn neg dir sfp.
*INV:	   ©j©j ¤@ ¶¡ ªğ ¾Ç.
%mor:	    nn q cl dir nn.
*INV:	   §A Ô ¿ô ¥¼?
%mor:	    nnpr vi adj neg.
*CHI:	0
*MOT:	   Ô ¿ô ¥¼?
%mor:	    vi adj neg.
*CHI:	   Â@Â@ ¿ô &laa3.
%mor:	    nnpp adj sfp.
*MOT:	   úï?
%mor:	    ex.
*MOT:	   xxx.
*MOT:	   ¶¼ ­ø ¶¼ ¥¤¥¤ ?
%mor:	    vt neg vt nn.
*INV:	   ¶¼ ÷ ¥¤¥¤ ¥¼ &aa3 ?
%mor:	    vt asp nn neg sfp.
*CHI:	   ¥¼ &aa3.
%mor:	    neg sfp.
*CHI:	   ¶ı«} ¶¼ &aa3.
%mor:	    nn vt sfp.
*CHI:	   ¶ı«} ¶¼.
%mor:	    nn vt.
*MOT:	   &m3.
%mor:	    ex.
*MOT:	   «Y &aa3.
%mor:	    vf sfp.
*MOT:	   ¶} ­ø ¶}¤ß ªğ «Î¥ø.
%mor:	    adj neg adj dir nnloc.
*CHI:	0
*MOT:	"   °Û ­ø °Û "" ·í¦~¬ÛÅÊ·N¤¤¤H"" &aa3 Â@Â@?"
%mor:	    vt neg vt nnpp sfp nnpp.
*MOT:	   úï?
%mor:	    ex.
*MOT:	   ¸ò¦í °Û ÉAÏ &aa3 ?
%mor:	    advs vt wh sfp.
*MOT:	   °Û ÉAÏ?
%mor:	    vt wh.
*INV:	   ³Ş ¯w úï ²´ &laa1 ³Ş.
%mor:	    ex vt prt nn sfp ex.
*MOT:	"   "" ·í¦~¬ÛÅÊ·N¤¤¤H""."
%mor:	    nnpp.
*MOT:	   ¸ò¦í ©O?
%mor:	    advs sfp.
*CHI:	0
*MOT:	   úï?
%mor:	    ex.
*INV:	   ¸ò¦í «Y ÉAÏ ®A?
%mor:	    advs vf wh sfp.
*MOT:	   Â@Â@ ­ø ÃÑ °Û ï.
%mor:	    nnpp neg vt vt sfp.
*INV:	   Â@Â@ ÃÑ ­ø ÃÑ °Û &gaa3 ?
%mor:	    nnpp vt neg vt vt sfp.
*MOT:	   ­ø ÃÑ °Û.
%mor:	    neg vt vt.
*INV:	   ÃÑ ­ø ÃÑ °Û §r§J¶Ô õ ­º &wo3 ?
%mor:	    vt neg vt vt nnpp det cl sfp.
*MOT:	"   "" ·í¦~¬ÛÅÊ·N¤¤¤H"" °Û ­ø °Û &aa1 ?"
%mor:	    nnpp vt neg vt sfp.
*MOT:	   ¸ò¦í ¨ì ÉAÏ &aa3 ?
%mor:	    advs vt wh sfp.
*CHI:	0
*MOT:	"   "" ¤j®a ©Ê±¡ ªñ"" §A °Û &aa1."
%mor:	    nnpp nn adj nnpr vt sfp.
*MOT:	   «Y «} &aa3 ?
%mor:	    vf neg sfp.
*MOT:	   úï?
%mor:	    ex.
*CHI:	0
*INV:	   ©È Áà &aa4 ?
%mor:	    vt adj sfp.
*MOT:	   °I.
%mor:	    adj.
*MOT:	   §Ú °Û Ê\ ¤S °Û.
%mor:	    nnpr vt nnpr advf vt.
*MOT:	   °Û.
%mor:	    vt.
*MOT:	   &m3.
%mor:	    ex.
*MOT:	   §Ö ø.
%mor:	    adj com.
*MOT:	   Â@Â@.
%mor:	    nnpp.
*MOT:	   °Û &laa1.
%mor:	    vt sfp.
*INV:	   °Û &laa1.
%mor:	    vt sfp.
*CHI:	0
*MOT:	   &ei3.
%mor:	    ex.
*MOT:	   ü« ø µ§µ§ ­Ú ©j©j Ú».
%mor:	    vt cl nn prep nn vt.
*MOT:	   ¶ı«} ü« ÷ ¦n ¦h è° µ§µ§.
%mor:	    nn vt asp advi adj adj nn.
*MOT:	   «Y «} &aa3 ?
%mor:	    vf neg sfp.
*MOT:	   ¶ı«} ü« ­Ú §A.
%mor:	    nn vt prep nnpr.
*MOT:	   µ¥ °} úï.
%mor:	    vt cl sfp.
*MOT:	   ¶ı«} ü« ø µ§µ§.
%mor:	    nn vt cl nn.
*MOT:	   ¶ı«} ­¬ ®I «× ªù.
%mor:	    nn vt prt cl nn.
*MOT:	   ¦n ¤j ­·.
%mor:	    advi adj nn.
*CHI:	   Â@Â@ ¥Õ ¦â &aa3.
%mor:	    nnpp adj nn sfp.
*MOT:	   &haak3.
%mor:	    ex.
*MOT:	   ¥Õ ¦â.
%mor:	    adj nn.
*MOT:	   &haak3.
%mor:	    ex.
*INV:	   «Y «§?
%mor:	    vf sfp.
*INV:	   ¥Õ ¦â &aa4 ?
%mor:	    adj nn sfp.
*MOT:	   ­¬ ªù &aa3.
%mor:	    vt nn sfp.
*MOT:	   ¦n ¤j ­·.
%mor:	    advi adj nn.
*MOT:	   &laa4.
%mor:	    sfp.
*MOT:	   §A ü« ø ­Ú ø ©j©j Ú».
%mor:	    nnpr vt cl prep cl nn vt.
*MOT:	   ø µ§µ§ ¦n è°.
%mor:	    cl nn advi adj.
*INV:	   ¦³ «§Ï &aa3 ?
%mor:	    vf wh sfp.
*INV:	   °µ ÉAÏ &aa3 ?
%mor:	    vt wh sfp.
*CHI:	   µ§µ§.
%mor:	    nn.
*INV:	   µ§µ§ ö Ãä«×?
%mor:	    nn vf wh.
*CHI:	   ö ¶ı«} «×.
%mor:	    vf nn cl.
*INV:	   ö ¶ı«} «× &aa4 ?
%mor:	    vf nn cl sfp.
%com:	 The child goes to his mother's room and takes out a bag of stationery.
*MOT:	   &laa4.
%mor:	    sfp.
*INV:	   ¹L ‘Á ª± &e1.
%mor:	    dir dir vt ex.
*MOT:	   «Y &aa3.
%mor:	    vf sfp.
%com:	 The child takes out the stationery.
*INV:	   ¼M.
%mor:	    ex.
*INV:	   Ëİ ¦h µ§µ§ &aa4 ?
%mor:	    advi adj nn sfp.
*MOT:	   «Y &aa3.
%mor:	    vf sfp.
*INV:	   Ãä ªK «Y §A &gaa3 ?
%mor:	    wh cl vf nnpr sfp.
*MOT:	   ¦n ¦h ªK &aa3 ¨ş.
%mor:	    advi adj cl sfp sfp.
*CHI:	   ¦³ ¤T ªK &aa3.
%mor:	    vf q cl sfp.
*MOT:	   &m3.
%mor:	    ex.
*INV:	   ¤T ªK ³£ «Y §A &gaa4 ?
%mor:	    q cl advf vf nnpr sfp.
*MOT:	   ©O «×.
%mor:	    det cl.
*CHI:	   «Y &aa3.
%mor:	    vf sfp.
*INV:	   ªğ ¾Ç &aa4 ´N«Y?
%mor:	    dir nn sfp advf.
*CHI:	   «Y &aa3.
%mor:	    vf sfp.
*MOT:	   ¥ò ¦³ ©O ø.
%mor:	    advf vf det cl.
